Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2005-01-03,0.9523125290870667,0.9796976332286249,0.9419296964111877,0.9747320747659016,691992000
2005-01-04,0.9620925188064575,0.9851137433866184,0.947496689759751,0.9598351460290507,1096810400
2005-01-05,0.9705188274383545,0.9818040854273394,0.9637475119277984,0.9699163389656673,680433600
2005-01-06,0.9712710976600647,0.9766874659751968,0.9529137857082888,0.9730760515240647,705555200
2005-01-07,1.041990876197815,1.0477088922513156,0.9742804253345404,0.9780419105722292,2227450400
2005-01-10,1.0376272201538086,1.0638083359399115,1.0213764117483533,1.0507173260300362,1725309600
2005-01-11,0.9714210629463196,1.0404856349079408,0.9651014643629245,1.02694391058866,2611627200
2005-01-12,0.9849636554718018,0.9915840961985445,0.9524621321024822,0.9848128827164749,1919702400
2005-01-13,1.0502666234970093,1.119782800297697,1.0492134241880544,1.109099230884143,3164716800
2005-01-14,1.05628502368927,1.079156281301577,1.041088311934319,1.0570374813547734,1770742400
2005-01-18,1.063056230545044,1.0638086881337145,1.0194202195362216,1.0510185162977788,1006460000
2005-01-19,1.0514700412750244,1.0752437212881474,1.049514314670487,1.0606486971529299,751895200
2005-01-20,1.060197353363037,1.0723858424569983,1.0453014830331413,1.0480096678549435,914922400
2005-01-21,1.060648798942566,1.077350424493176,1.053275899787483,1.0729873557234186,911332800
2005-01-24,1.0647112131118774,1.080059501089206,1.061551413278746,1.0680218861798807,841629600
2005-01-25,1.0841220617294312,1.096008906412318,1.0674204312111844,1.0738901019199625,969231200
2005-01-26,1.0871318578720093,1.0946547282100352,1.0716334974084853,1.093300685880891,739496800
2005-01-27,1.0929992198944092,1.0972123181892361,1.0765984417625116,1.085776292133254,496227200
2005-01-28,1.1131619215011597,1.1131619215011597,1.0899898214915371,1.09269880971003,801612000
2005-01-31,1.157098412513733,1.1719950819600067,1.1211370516973513,1.122190351557189,1681097600
2005-02-01,1.1665784120559692,1.1701898278624596,1.1522841243374864,1.159356283580714,678395200
2005-02-02,1.198176622390747,1.202389722856533,1.1689856611561982,1.1728979191477924,1020062400
2005-02-03,1.1707912683486938,1.19516744102958,1.1635691413817215,1.1902018834490113,731651200
2005-02-04,1.186289668083191,1.187643810774227,1.166578308626712,1.1716946396086814,563556000
2005-02-07,1.1877946853637695,1.1939635129862152,1.1661274982486696,1.18764381211073,524456800
2005-02-08,1.2172863483428955,1.2245084759482832,1.1855371726537631,1.1897503733975896,890019200
2005-02-09,1.1847846508026123,1.233687067489277,1.175155181332708,1.2193927822661537,1191456000
2005-02-10,1.1790672540664673,1.1929098202540025,1.1534878174056464,1.184483622158046,1093019200
2005-02-11,1.2219511270523071,1.2302265552713358,1.1877947076604456,1.2016372786625442,1201054400
2005-02-14,1.2734109163284302,1.27581825894383,1.2345904825781662,1.2448216384694937,1271463200
2005-02-15,1.3302878141403198,1.3403689002654864,1.2940247930044335,1.3039559099026607,2312217600
2005-02-16,1.356168270111084,1.3572214700696443,1.3143380003978764,1.3263757193329129,1639243200
2005-02-17,1.321259617805481,1.3674529414142131,1.315842445326576,1.363992299355188,1518473600
2005-02-18,1.3062129020690918,1.3220119998216362,1.2977867032079728,1.3202063427307336,1163254400
2005-02-22,1.283341407775879,1.3286322935346935,1.283341407775879,1.2985381147531445,1219293600
2005-02-23,1.3275796175003052,1.3308893870814407,1.2872542688682813,1.3048583255584758,1345181600
2005-02-24,1.3381118774414062,1.3438290881579236,1.3200554078244122,1.3313406636669551,1519028000
2005-02-25,1.3390146493911743,1.3528580223052644,1.3269769338137047,1.3484941495119767,915510400
2005-02-28,1.3499990701675415,1.3584252702084705,1.3229147122528018,1.3445817967916822,651610400
2005-03-01,1.339165449142456,1.3575219612854006,1.3289334911438309,1.3539113496770583,468188000
2005-03-02,1.327729344367981,1.3509014437911573,1.3265260750940722,1.3316416017918231,458161200
2005-03-03,1.2576113939285278,1.336456314502208,1.2404582534528872,1.3352530452931282,1411653600
2005-03-04,1.288307547569275,1.2943255021081492,1.2594174282116493,1.286802632029534,756618800
2005-03-07,1.2865017652511597,1.30154850960661,1.2744641487806745,1.2880058771765683,450632000
2005-03-08,1.2196933031082153,1.2687456760668006,1.206753163871796,1.2609218660237538,1021451200
2005-03-09,1.1841830015182495,1.2121697850923128,1.1685346750254926,1.1929100436212583,1322465200
2005-03-10,1.1986279487609863,1.2115680895135246,1.1766599243045175,1.189600065057056,777109200
2005-03-11,1.211869239807129,1.2214996151450919,1.1977259255787054,1.2100635820993537,632830800
2005-03-14,1.2133742570877075,1.2275184753641115,1.1892997249948736,1.2193930156712263,605385200
2005-03-15,1.2326335906982422,1.2380507629100292,1.2112672509769518,1.2230041226084414,508608800
2005-03-16,1.239254117012024,1.2732597574552846,1.2272173061868124,1.2401574478675716,697813200
2005-03-17,1.271454930305481,1.2904139298108914,1.2434672426746503,1.249786942659195,801920000
2005-03-18,1.2928211688995361,1.3072662249838702,1.2789776971780875,1.3039555522477981,940150400
2005-03-21,1.3150897026062012,1.3232150577701252,1.2898111100576757,1.3027512486841897,541128000
2005-03-22,1.2889091968536377,1.3229148428158823,1.2843952539452834,1.315391068911357,551415200
2005-03-23,1.2804831266403198,1.3060625763467204,1.2645331489845295,1.2774732951009207,609823200
2005-03-24,1.2789777517318726,1.2940244932691143,1.2789777517318726,1.291316308814352,352704800
2005-03-28,1.2798810005187988,1.292821141160223,1.2780752429867328,1.2865014418149519,275410800
2005-03-29,1.2564071416854858,1.2889087653016011,1.2488842743339046,1.2807833091734702,461356000
2005-03-30,1.2880052328109741,1.2880052328109741,1.2585135442519269,1.266037314458601,394959600
2005-03-31,1.2540000677108765,1.2795795096964044,1.2515927255369175,1.2774729095097956,636134800
2005-04-01,1.2305269241333008,1.2693481479990967,1.2208974565647475,1.2666391602469835,641284000
2005-04-04,1.2365460395812988,1.2431665824306668,1.2085592541443688,1.2335371128470731,580014400
2005-04-05,1.2606208324432373,1.2711536351755133,1.2365462996117198,1.24045865855066,556239600
2005-04-06,1.2738618850708008,1.2883069379138947,1.2684447140221098,1.275968484574475,414825600
2005-04-07,1.3108768463134766,1.3165948610278329,1.2714548388859677,1.273862180838436,506987600
2005-04-08,1.3162935972213745,1.3376599304758496,1.310274742026,1.315089524837747,649950000
2005-04-11,1.2615240812301636,1.3316418780085424,1.261223238737228,1.3286329508379622,821662800
2005-04-12,1.2837923765182495,1.2997423464636184,1.264231795760437,1.2786768506636017,981061200
2005-04-13,1.2350413799285889,1.2937240517206818,1.2154807906759775,1.2925207821225293,1371946800
2005-04-14,1.1212873458862305,1.1905028076066675,1.1086480452491059,1.1679322906784506,2753192400
2005-04-15,1.0638090372085571,1.120986691921912,1.0617024365240326,1.1020277880024378,1728087200
2005-04-18,1.0719342231750488,1.0923981399042162,1.0231826777398365,1.0532760643316705,1327177600
2005-04-19,1.1161718368530273,1.1267045373306408,1.0794571032742295,1.1014259356464877,1081642800
2005-04-20,1.0686233043670654,1.1357321507707399,1.0665168049554086,1.133324808970169,945131600
2005-04-21,1.1188793182373047,1.1197825481899955,1.0803597550068729,1.09540638876614,759592400
2005-04-22,1.0683220624923706,1.1134629689400133,1.0502664030505204,1.1086473831057106,839129200
2005-04-25,1.1128607988357544,1.1140648714227324,1.08667977879612,1.09811490246127,746460400
2005-04-26,1.0890876054763794,1.1288112705824984,1.0869810048639204,1.1068424356239963,810507600
2005-04-27,1.0818653106689453,1.094202965019227,1.068623521796601,1.0800595528305803,613888800
2005-04-28,1.0695267915725708,1.09360131803027,1.0604981033452765,1.092096402728088,575106000
2005-04-29,1.0851750373840332,1.0902913673269135,1.0598963394926957,1.0878832217678556,671630400
2005-05-02,1.096308946609497,1.1029301888778003,1.0839712992219246,1.0896884074784101,465920000
2005-05-03,1.0896891355514526,1.105639110819935,1.0842727655082056,1.0954071516619797,496739600
2005-05-04,1.1179777383804321,1.1194817499820555,1.0863794319917652,1.0866802744913886,448176400
2005-05-05,1.1038330793380737,1.1215880046479505,1.0975134802786555,1.1209863198343015,387366000
2005-05-06,1.1206858158111572,1.1233940007368548,1.1071439871485336,1.110153014544928,326247600
2005-05-09,1.1125601530075073,1.1270052095713237,1.1059397113495475,1.121889683128578,355695200
2005-05-10,1.0960084199905396,1.1209861714106526,1.093300235998399,1.1059395328919512,440263600
2005-05-11,1.071633219718933,1.0734389773334319,0.9963990111805008,1.0592947633124499,2041981200
2005-05-12,1.0270951986312866,1.0710310618351078,1.0231828397820792,1.0659155338597146,970242000
2005-05-13,1.04635488986969,1.0601974614347727,1.025289386446294,1.029201644641151,702713200
2005-05-16,1.0698277950286865,1.074341738452666,1.0391320154424342,1.0400352460995266,474294800
2005-05-17,1.064109444618225,1.0671192750139902,1.0394325318673645,1.0574890030365114,588344400
2005-05-18,1.0785541534423828,1.130315505145881,1.0529747216984977,1.0668172852251843,636722800
2005-05-19,1.1300146579742432,1.1339269166625519,1.0767491574936299,1.0767491574936299,793161600
2005-05-20,1.1300146579742432,1.1330244895275061,1.1191811126304139,1.1209867704865564,452650800
2005-05-23,1.196521520614624,1.2007346206698497,1.1390430352034404,1.1390430352034404,1042574400
2005-05-24,1.1947154998779297,1.20344243933069,1.1745532362064701,1.1871925325278487,593460000
2005-05-25,1.1971230506896973,1.2022393805554938,1.1832804829829002,1.188696851668941,396006800
2005-05-26,1.226012945175171,1.2320317007418105,1.2019384251496021,1.2019384251496021,525520800
2005-05-27,1.2205959558486938,1.2275181441084586,1.204045202908419,1.2230042019492533,316008000
2005-05-31,1.196521520614624,1.2260133214494329,1.1911043476422967,1.2236058787528303,404205200
